city,date,fare,ride_id
Amandaburgh,2019/1/21 4:12:54,9.26,5.53E+12
South Evanton,2019/4/25 0:37:43,26.84,1.54E+12
Port Samanthamouth,2019/3/25 13:20:36,34.94,8.22E+11
South Michelleport,2019/3/13 4:21:16,10.44,5.68E+12
North Madeline,2019/1/14 3:43:39,31.88,8.71E+12
Hurleymouth,2019/3/17 6:50:12,29.95,5.23E+12
Port David,2019/4/10 14:27:37,26.68,5.36E+12
Pattyland,2019/2/10 2:55:45,24.39,7.26E+12
Liumouth,2019/3/17 19:21:42,19.05,9.12E+12
Robertport,2019/4/3 1:20:38,15.14,6.67E+12
Hurleymouth,2019/4/1 6:26:40,9.94,4.06E+12
West Samuelburgh,2019/4/17 11:25:21,15.03,4.02E+12
South Phillip,2019/3/18 4:11:03,17.57,8.43E+12
West Josephberg,2019/1/29 2:13:40,7.58,6.14E+12
Roberthaven,2019/2/16 10:23:48,14.95,6.65E+12
West Christopherberg,2019/3/27 23:57:27,21.55,2.20E+12
Christopherfurt,2019/3/30 13:15:56,31.3,7.46E+12
Hurleymouth,2019/2/1 3:23:46,22.39,6.07E+12
Port Frank,2019/3/16 20:54:05,30.24,1.45E+12
Lake Danielberg,2019/1/16 11:59:09,20.07,8.45E+12
West Ericstad,2019/3/28 13:29:17,22.28,3.14E+12
Karenside,2019/3/11 16:18:17,44.29,3.27E+12
South Evanton,2019/3/17 0:31:07,36.31,2.78E+12
West Heidi,2019/5/5 15:47:32,37.75,3.65E+12
Robertport,2019/2/28 22:50:15,13.39,6.81E+11
South Jack,2019/1/5 11:31:02,13.14,6.81E+12
West Josephberg,2019/2/28 18:19:01,11.1,3.53E+12
Port Frank,2019/3/26 19:09:42,28.83,8.90E+11
Barajasview,2019/2/19 2:25:34,26.83,9.37E+11
Justinberg,2019/1/3 22:50:12,5.81,9.26E+12
North Barbara,2019/4/17 2:49:28,39.18,3.50E+12
West Angela,2019/3/8 13:24:07,4.92,5.45E+12
South Latoya,2019/3/19 7:54:20,30.03,9.56E+12
Hurleymouth,2019/1/18 10:59:29,4.66,8.62E+12
Johnton,2019/4/5 7:12:55,22.87,1.03E+12
Carriemouth,2019/3/27 2:11:44,38.69,4.41E+12
Reynoldsfurt,2019/4/19 0:56:32,13.63,7.99E+12
Christopherfurt,2019/3/16 19:46:26,19.61,2.29E+12
Liumouth,2019/4/28 0:26:35,5.42,8.03E+12
New Kimberlyborough,2019/3/19 7:17:50,15.78,6.41E+12
Martinezhaven,2019/3/7 12:26:18,23.55,7.39E+12
East Kaylahaven,2019/4/6 16:17:11,35.79,8.93E+12
Simpsonburgh,2019/4/26 9:31:22,33.71,2.60E+12
Lake Jonathanshire,2019/1/28 0:07:00,5.67,9.76E+12
Robertport,2019/4/19 19:45:44,39.57,3.97E+12
South Karenland,2019/3/20 10:34:54,33.24,3.10E+12
Raymondhaven,2019/3/7 20:59:06,17.66,9.26E+12
Port David,2019/2/18 14:47:10,20.16,1.85E+12
Royland,2019/2/20 19:14:49,38.28,3.62E+12
East Kaylahaven,2019/1/29 7:28:20,41.62,7.16E+12
Valentineton,2019/2/23 11:46:09,19.99,9.66E+12
Martinezhaven,2019/3/12 10:02:28,21.18,4.05E+12
South Phillip,2019/2/19 20:47:52,28.62,4.41E+12
Royland,2019/5/4 2:54:31,15.14,4.99E+12
West Heidi,2019/2/5 19:24:40,24.32,4.26E+11
East Kaylahaven,2019/2/28 16:46:23,33.72,1.22E+12
New Kimberlyborough,2019/4/3 16:27:42,14.73,9.08E+12
South Karenland,2019/1/10 23:48:39,37.58,7.17E+12
Richardfort,2019/2/3 0:14:26,29.04,4.98E+12
Justinberg,2019/3/10 5:15:34,22.43,5.55E+12
Huntermouth,2019/3/21 8:44:32,32.42,3.39E+12
Roberthaven,2019/3/22 4:19:27,34.69,1.77E+12
West Heidi,2019/3/11 16:10:27,43.45,4.65E+12
Raymondhaven,2019/2/17 2:06:40,39.7,3.25E+12
Karenside,2019/4/16 23:13:24,39.32,3.16E+12
Rogerston,2019/3/16 20:49:51,43.82,4.72E+12
Port Johnbury,2019/4/28 16:29:16,36.42,2.74E+11
West Josephberg,2019/1/18 12:47:59,43.85,9.65E+12
North Jasmine,2019/2/5 22:28:38,19.21,6.79E+12
Loganberg,2019/4/10 4:59:53,35.97,8.83E+12
Barajasview,2019/4/15 20:37:17,17.76,8.10E+12
New Paulton,2019/4/17 20:05:26,44.43,3.38E+11
West Angela,2019/1/19 0:36:52,40.4,7.41E+11
North Jasmine,2019/2/18 3:09:59,31.49,9.76E+12
North Barbara,2019/2/11 18:51:20,43.26,8.97E+12
Rogerston,2019/3/2 0:54:29,25.14,1.72E+12
Williamsstad,2019/2/21 10:56:41,4.9,7.18E+12
South Jack,2019/1/14 17:06:37,40.65,5.44E+12
West Anthony,2019/4/15 11:02:50,43.82,4.38E+12
Royland,2019/2/12 1:18:02,44.33,5.32E+12
West Angela,2019/4/3 14:44:18,23.52,4.84E+12
Liumouth,2019/2/22 3:55:59,6.39,8.12E+12
Amandaburgh,2019/4/19 16:30:12,6.27,4.40E+12
West Ericstad,2019/1/23 10:13:17,10.12,8.04E+12
South Jack,2019/1/15 5:51:27,5.58,1.79E+12
Barajasview,2019/5/2 21:02:33,17.12,4.63E+12
Amandaburgh,2019/3/20 7:40:33,27.45,3.70E+12
East Kaylahaven,2019/3/17 23:54:01,8.62,1.95E+12
Port Samanthamouth,2019/1/27 0:57:25,28.46,8.83E+11
New Paulville,2019/1/25 15:19:45,15.04,7.53E+12
West Anthony,2019/4/3 2:42:50,10.56,3.76E+12
Raymondhaven,2019/1/6 20:15:24,21.19,9.47E+12
Rogerston,2019/1/3 21:45:19,36.28,7.09E+12
Port David,2019/4/2 16:53:49,41.14,2.69E+12
North Markport,2019/2/8 22:01:28,34.69,2.74E+12
West Angela,2019/3/4 17:50:37,20.72,1.78E+12
South Michelleport,2019/4/21 18:31:07,21.98,5.89E+12
Port Frank,2019/2/10 8:14:32,40.82,6.39E+12
Rogerston,2019/2/14 5:24:26,19.42,8.77E+12
Joneschester,2019/4/2 4:52:55,10.52,4.97E+12
South Karenland,2019/3/17 1:22:44,23.26,5.57E+11
West Angela,2019/5/5 14:17:49,23.66,9.19E+12
Royland,2019/2/10 13:50:42,11.24,4.95E+12
Christopherfurt,2019/1/30 22:09:42,6.32,4.29E+12
Barajasview,2019/4/9 8:10:39,39.36,1.80E+12
Christopherfurt,2019/2/8 11:46:15,25.76,9.52E+11
Leahton,2019/1/13 0:03:43,9.37,4.67E+12
Port Angela,2019/4/15 23:02:22,20.16,6.49E+12
Loganberg,2019/1/13 23:53:09,41.86,7.05E+12
West Heidi,2019/2/24 4:41:39,40.8,4.27E+12
Robertport,2019/2/24 22:01:38,8.48,2.89E+12
Karenside,2019/3/14 17:07:27,16.31,8.82E+12
West Christopherberg,2019/3/20 3:04:47,42.83,6.90E+12
West Gabriel,2019/1/15 14:51:33,13.38,7.56E+12
Simpsonburgh,2019/4/1 4:02:50,25.65,2.87E+12
West Robert,2019/5/4 4:36:23,5.36,9.80E+12
Loganberg,2019/2/17 7:58:51,44.47,3.54E+12
West Anthony,2019/4/20 20:13:28,11.85,4.27E+12
Jerryton,2019/5/1 17:20:29,4.97,8.10E+12
North Jasmine,2019/3/4 16:59:24,42.58,8.86E+12
North Madeline,2019/1/26 2:37:54,5.59,3.68E+12
Royland,2019/3/25 18:17:04,7.09,5.66E+12
New Paulton,2019/1/21 17:04:11,18.3,3.72E+12
Richardfort,2019/2/8 15:50:12,16.55,2.27E+12
Barajasview,2019/2/3 9:58:39,39.39,9.44E+12
Pattyland,2019/4/18 23:27:09,28.66,2.34E+12
West Christopherberg,2019/2/17 3:30:47,4.4,4.35E+12
Grahamburgh,2019/2/25 12:18:38,14.51,6.16E+12
New Kimberlyborough,2019/4/11 10:38:15,12.01,1.36E+11
North Madeline,2019/5/2 23:25:49,11.94,7.53E+12
Simpsonburgh,2019/4/12 19:38:44,22.45,7.81E+12
Martinezhaven,2019/2/16 17:25:31,15.33,9.81E+12
West Heidi,2019/3/30 2:27:21,11.15,2.26E+12
Christopherfurt,2019/4/12 14:37:13,22.91,5.93E+12
Karenside,2019/4/28 2:38:11,39.41,4.71E+12
Rogerston,2019/4/1 9:27:03,28.54,9.96E+12
West Samuelburgh,2019/2/19 11:01:35,17.77,7.61E+12
Joneschester,2019/3/17 22:39:55,15.35,2.31E+12
West Heidi,2019/2/27 11:19:43,35.19,7.00E+12
West Heidi,2019/3/2 9:13:23,23.55,6.48E+12
Roberthaven,2019/3/30 15:12:10,16.2,2.95E+12
Karenberg,2019/4/7 16:28:35,16.11,4.81E+12
Port Angela,2019/3/8 16:32:28,23.06,2.75E+12
Hurleymouth,2019/2/7 6:07:37,36.7,1.75E+11
Simpsonburgh,2019/3/31 11:49:06,24.16,9.71E+12
South Jack,2019/3/14 17:18:02,18.66,3.51E+12
New Jacobville,2019/3/10 1:02:12,10.63,6.50E+11
Williamsstad,2019/4/16 16:21:54,32.43,7.18E+12
Port Johnbury,2019/3/27 8:26:32,38.99,4.12E+12
North Jasmine,2019/2/17 0:27:47,35.11,6.62E+12
South Jack,2019/1/3 23:11:22,4.95,9.01E+12
Pattyland,2019/4/23 2:57:08,13.01,9.35E+12
Raymondhaven,2019/2/16 4:31:29,24.31,8.96E+12
Joneschester,2019/4/24 13:07:44,9.78,9.67E+11
North Jason,2019/2/19 4:45:59,15.87,7.79E+12
Williamsstad,2019/2/22 4:25:41,20.56,5.81E+12
West Christopherberg,2019/2/19 19:49:30,40.98,7.52E+11
South Karenland,2019/3/19 14:50:21,23.07,5.76E+12
Rodneyfort,2019/3/7 23:37:32,7.78,2.86E+12
Lake Scottton,2019/2/5 11:47:56,24.54,3.77E+12
Royland,2019/1/26 21:29:46,14.68,1.75E+12
Martinezhaven,2019/1/21 1:50:28,42.75,9.06E+12
West Patrickchester,2019/3/17 4:51:53,17.38,3.07E+12
Raymondhaven,2019/3/31 17:01:37,36.29,8.96E+12
West Robert,2019/3/6 6:10:01,22.86,2.32E+12
South Evanton,2019/2/25 18:39:11,15.06,8.87E+12
West Christopherberg,2019/3/7 20:09:48,32.27,2.18E+12
West Josephberg,2019/4/19 1:55:51,42.53,6.11E+12
Liumouth,2019/3/6 7:44:32,23.53,2.43E+12
West Christopherberg,2019/2/10 19:41:43,8.42,8.36E+11
Hurleymouth,2019/2/23 13:48:18,18.15,6.05E+12
Port Angela,2019/2/26 10:01:46,28.52,6.78E+12
West Samuelburgh,2019/1/31 9:17:15,14.11,6.04E+12
North Barbara,2019/4/6 9:03:01,26.64,9.29E+11
Rodneyfort,2019/4/29 0:20:22,44.28,6.98E+12
North Jason,2019/4/5 2:05:55,31.89,9.99E+12
Port David,2019/2/11 23:07:39,10.05,6.92E+12
Raymondhaven,2019/1/27 15:52:21,41.76,7.33E+12
Barajasview,2019/3/12 4:54:10,37.05,1.83E+12
Liumouth,2019/1/17 16:17:18,33.29,3.42E+12
North Barbara,2019/3/24 6:49:11,4.05,5.34E+12
Valentineton,2019/4/3 11:34:45,18.62,5.55E+11
West Samuelburgh,2019/4/17 19:01:44,10.58,2.07E+12
Carriemouth,2019/1/15 6:27:59,24.13,7.42E+12
Carriemouth,2019/5/8 4:20:00,21.99,1.18E+11
Erikaland,2019/2/21 20:28:30,12.44,2.71E+12
Grahamburgh,2019/1/18 7:41:16,23.35,8.08E+12
East Kaylahaven,2019/1/29 13:01:07,9.81,2.06E+12
Carriemouth,2019/2/4 0:29:52,24.87,6.02E+12
Justinberg,2019/4/14 14:48:43,24.34,1.49E+12
Pattyland,2019/1/1 17:22:58,42.11,9.61E+12
Royland,2019/4/9 0:32:12,22.89,5.16E+12
Huntermouth,2019/3/14 10:37:58,30.49,9.54E+12
Huntermouth,2019/1/17 12:10:59,41.48,7.80E+12
Huntermouth,2019/2/3 12:19:32,31.43,4.78E+12
South Evanton,2019/2/21 8:05:48,34.21,5.09E+12
West Robert,2019/4/12 8:17:16,32.48,7.54E+12
Raymondhaven,2019/3/2 4:56:41,5.19,4.18E+12
Port Frank,2019/4/2 15:48:32,13.55,4.85E+12
West Heidi,2019/3/18 4:53:20,4.29,4.32E+12
Amandaburgh,2019/4/1 9:24:21,24.29,2.00E+12
Liumouth,2019/2/27 18:08:19,43.31,1.51E+12
Barajasview,2019/3/15 22:44:08,28.3,1.31E+12
New Kimberlyborough,2019/3/19 15:25:24,27.37,5.33E+11
West Samuelburgh,2019/1/6 8:34:21,43.05,9.81E+12
Lake Scottton,2019/1/28 2:32:37,23.95,9.48E+12
North Jason,2019/1/14 20:53:44,26.58,8.64E+12
East Kaylahaven,2019/3/23 10:48:34,4.64,1.91E+12
Johnton,2019/3/15 8:40:23,43.5,7.13E+12
Roberthaven,2019/2/22 19:42:54,27.48,9.42E+12
Robertport,2019/1/25 1:33:06,44.75,6.71E+12
Joneschester,2019/2/16 2:35:16,9.48,4.16E+12
Johnton,2019/5/2 2:19:02,32.38,8.95E+12
West Anthony,2019/2/19 22:53:02,27.9,4.27E+12
Martinezhaven,2019/3/11 20:07:13,7.01,7.64E+12
Port Johnbury,2019/3/30 17:59:22,15.17,4.90E+12
Williamsview,2019/4/7 2:32:23,19.19,8.05E+12
West Robert,2019/2/23 19:46:33,33.24,3.06E+12
Barajasview,2019/3/19 12:17:33,26.6,5.62E+12
Williamsstad,2019/5/6 12:39:09,40.79,8.72E+12
Justinberg,2019/1/22 9:08:49,38.3,1.29E+12
Justinberg,2019/4/16 1:26:39,16.58,1.48E+12
Carriemouth,2019/2/17 5:01:00,22.66,3.72E+12
South Evanton,2019/4/10 5:38:29,30.36,5.25E+12
Simpsonburgh,2019/2/14 22:52:40,30,7.64E+12
New Kimberlyborough,2019/1/7 5:12:12,15.22,7.02E+12
Richardfort,2019/4/3 15:07:34,40.77,9.50E+12
Williamsview,2019/1/5 0:44:39,21.59,6.18E+12
Carriemouth,2019/1/4 15:56:18,31.99,4.87E+12
West Christopherberg,2019/4/6 13:59:18,25.31,3.28E+12
New Jacobville,2019/4/10 4:16:04,42.92,4.02E+12
Karenberg,2019/4/23 21:11:11,26.92,9.69E+12
Johnton,2019/2/28 5:42:04,12.02,6.67E+12
Amandaburgh,2019/4/20 2:16:07,16.27,3.51E+12
Port Frank,2019/4/25 23:04:28,19.43,7.79E+12
Martinezhaven,2019/2/3 6:15:55,11.61,3.42E+12
Joneschester,2019/3/9 3:25:16,39.32,1.55E+12
West Robert,2019/4/7 6:17:04,40.69,5.03E+11
West Heidi,2019/2/6 0:47:29,40.55,6.26E+12
Lake Jonathanshire,2019/1/24 12:24:22,34.65,3.32E+12
Johnton,2019/1/22 13:10:36,24.17,7.41E+12
South Karenland,2019/1/31 15:50:00,36.28,9.22E+12
Liumouth,2019/1/5 19:32:37,27.02,3.77E+12
Port Angela,2019/2/8 0:14:45,15.58,7.39E+12
Johnton,2019/2/26 9:36:01,18.76,6.36E+12
Pattyland,2019/2/5 0:47:59,28.81,1.15E+11
Deanville,2019/4/26 4:05:05,28.44,3.33E+12
West Anthony,2019/3/3 0:24:33,20.71,7.55E+12
South Phillip,2019/2/28 14:54:06,42.2,9.81E+12
North Jason,2019/1/5 10:59:55,16.22,3.84E+12
Loganberg,2019/1/31 23:29:52,13.69,4.07E+12
Port Frank,2019/1/27 13:40:02,38.97,5.94E+12
South Evanton,2019/3/6 23:01:03,44.41,2.76E+12
West Angela,2019/1/22 2:28:03,32.18,4.24E+12
Rodneyfort,2019/4/12 23:29:11,27.81,5.67E+12
Carriemouth,2019/4/28 9:25:03,37.35,4.81E+12
Hurleymouth,2019/2/28 3:20:15,44.85,5.10E+12
Lake Danielberg,2019/3/20 5:37:35,33.9,25082058503
Lake Jonathanshire,2019/3/24 16:27:49,14.94,1.67E+12
Williamsview,2019/5/4 14:56:45,32.8,2.68E+12
West Josephberg,2019/2/19 20:48:16,4.07,1.35E+12
Christopherfurt,2019/4/6 22:33:03,27.46,7.40E+12
South Phillip,2019/2/1 12:52:11,39.27,5.31E+12
New Paulville,2019/2/18 23:43:21,38.97,1.73E+12
Grahamburgh,2019/3/24 13:39:38,32.17,2.40E+12
Port Johnbury,2019/2/8 10:29:22,7.63,3.50E+12
Port David,2019/3/4 0:41:43,23.7,6.49E+12
West Ericstad,2019/4/13 9:52:43,22.39,5.77E+12
Karenside,2019/5/3 15:31:44,32.68,9.19E+12
Valentineton,2019/2/25 2:33:57,10.21,4.60E+12
Martinezhaven,2019/3/21 7:56:22,39.26,9.87E+12
Huntermouth,2019/3/21 13:31:31,27.96,3.03E+12
Rogerston,2019/3/18 12:47:22,8.58,4.18E+12
West Angela,2019/3/7 10:38:26,14.8,5.02E+12
Rodneyfort,2019/3/15 10:18:45,30.83,4.18E+12
North Jasmine,2019/4/24 8:49:13,28.24,8.27E+12
Raymondhaven,2019/1/25 6:48:15,14.65,3.91E+12
Richardfort,2019/2/19 14:09:20,27.11,8.69E+12
West Josephberg,2019/3/16 7:06:47,10.04,6.78E+12
Erikaland,2019/5/7 11:23:59,22.72,5.59E+12
Royland,2019/1/15 8:50:46,4.1,9.41E+12
Roberthaven,2019/3/27 7:24:26,11.51,9.19E+12
Justinberg,2019/4/16 5:05:36,27.1,1.85E+12
East Kaylahaven,2019/1/4 23:57:27,24.37,5.74E+12
North Jason,2019/2/22 7:07:53,18.67,1.90E+11
Karenside,2019/2/12 20:45:11,25.58,6.57E+12
Raymondhaven,2019/2/28 16:10:35,11.26,3.12E+12
Amandaburgh,2019/3/13 12:52:31,13.88,6.22E+12
Amandaburgh,2019/4/22 21:34:17,42.52,1.90E+12
New Jacobville,2019/4/27 14:11:38,37.6,8.78E+12
West Ericstad,2019/4/19 20:35:20,5.75,3.50E+12
Christopherfurt,2019/1/4 4:30:04,15.47,1.47E+12
Port David,2019/3/27 0:20:58,18.43,4.64E+12
Martinezhaven,2019/2/15 2:18:44,15.93,9.62E+12
West Robert,2019/2/27 4:29:37,22.81,5.71E+12
South Michelleport,2019/3/8 4:18:36,27.42,3.75E+12
Robertport,2019/5/3 2:36:46,31.62,4.85E+12
West Anthony,2019/2/4 15:04:43,20.09,4.22E+12
West Angela,2019/3/20 23:44:20,23.83,8.75E+12
South Michelleport,2019/5/7 12:25:01,4.47,2.89E+11
New Paulville,2019/5/1 13:29:10,10.3,1.06E+12
Justinberg,2019/2/19 4:01:49,36.27,7.29E+12
Leahton,2019/1/8 11:48:08,39.81,4.58E+11
Justinberg,2019/2/1 21:16:13,31.07,2.74E+12
South Latoya,2019/2/12 16:31:30,28.92,5.78E+12
Williamsview,2019/2/8 6:11:38,25.3,2.32E+12
Joneschester,2019/1/15 21:21:00,13.43,2.24E+12
Williamsstad,2019/1/6 20:14:54,43.5,2.05E+12
South Karenland,2019/1/25 8:14:54,31.02,5.00E+11
Carriemouth,2019/4/1 0:35:10,27.84,6.59E+12
Valentineton,2019/1/1 14:42:25,12.31,4.76E+12
Christopherfurt,2019/3/12 9:22:48,35.57,8.29E+12
Huntermouth,2019/2/5 8:10:57,28.58,3.14E+11
Deanville,2019/2/17 15:51:49,25.33,2.75E+12
North Barbara,2019/5/5 9:46:32,26.54,4.33E+12
West Angela,2019/1/25 12:19:12,41.05,4.60E+12
Martinezhaven,2019/4/15 9:17:59,35.45,4.82E+12
West Anthony,2019/1/12 19:38:06,37.66,4.10E+11
West Samuelburgh,2019/4/25 15:55:24,26.44,4.34E+12
West Josephberg,2019/4/29 10:20:58,28.73,1.73E+12
Liumouth,2019/4/11 13:52:28,15.55,6.83E+12
Karenside,2019/4/4 14:32:35,42.27,6.77E+12
Loganberg,2019/4/4 8:04:07,25.93,1.86E+11
Johnton,2019/1/21 3:20:06,28.59,5.60E+12
Carriemouth,2019/3/8 13:35:49,34.32,7.98E+12
South Latoya,2019/1/2 0:44:03,43.72,3.90E+11
South Phillip,2019/3/25 8:38:47,7.04,7.93E+12
Lake Danielberg,2019/3/21 19:46:43,14.12,8.57E+12
Jerryton,2019/1/27 5:35:02,5.21,2.37E+12
Simpsonburgh,2019/4/28 10:54:14,10.07,2.99E+12
Amandaburgh,2019/2/6 10:02:30,11.93,7.55E+12
Karenberg,2019/2/14 14:40:41,11.06,4.34E+12
Jerryton,2019/1/16 17:13:34,22.26,9.74E+11
East Kaylahaven,2019/3/27 0:44:29,25.29,4.84E+12
Pattyland,2019/2/11 20:25:42,33.21,1.33E+12
South Michelleport,2019/2/6 17:29:41,25.58,6.81E+12
Martinezhaven,2019/2/23 0:15:55,15.48,5.95E+12
Loganberg,2019/1/5 14:35:09,5.92,5.33E+12
New Paulville,2019/4/13 10:23:37,8.69,5.92E+11
South Evanton,2019/1/10 2:57:54,37.03,4.82E+12
Port Angela,2019/2/6 7:07:55,24.47,1.47E+12
West Gabriel,2019/4/21 4:50:53,4.96,2.69E+12
New Kimberlyborough,2019/3/28 12:48:55,10.91,9.35E+11
West Anthony,2019/4/16 1:06:17,17.47,5.71E+12
West Gabriel,2019/1/16 6:23:21,25.97,6.59E+12
Karenside,2019/1/24 7:48:14,9.39,4.83E+12
Liumouth,2019/1/1 0:08:16,37.91,5.67E+12
Grahamburgh,2019/4/20 21:40:03,40.06,5.16E+12
Christopherfurt,2019/5/7 17:27:48,6.39,7.61E+12
West Gabriel,2019/5/1 2:18:03,27.45,2.83E+12
West Heidi,2019/1/17 3:43:17,5.78,9.11E+12
West Angela,2019/1/4 20:45:01,20.33,1.92E+12
Christopherfurt,2019/3/25 17:11:15,7.19,6.89E+12
Robertport,2019/3/25 18:55:34,35.29,7.88E+12
Royland,2019/1/16 2:06:12,4.89,8.05E+12
Huntermouth,2019/3/19 17:31:55,15.05,1.68E+12
North Madeline,2019/4/7 6:50:30,11.92,7.37E+11
East Kaylahaven,2019/1/7 20:29:02,5.56,4.66E+12
Loganberg,2019/4/18 17:41:28,22.51,3.21E+12
North Jason,2019/1/23 21:22:39,6.54,5.61E+12
South Latoya,2019/1/31 23:20:52,14.82,6.96E+12
Karenberg,2019/3/9 14:47:25,35.68,8.63E+12
West Anthony,2019/5/1 17:43:35,23.76,2.93E+12
Williamsstad,2019/3/25 16:07:22,42.93,2.21E+12
Port Angela,2019/2/6 16:11:31,11.39,6.11E+12
Karenside,2019/2/24 5:39:00,27.64,8.06E+12
East Kaylahaven,2019/3/21 22:54:03,9.42,1.47E+12
South Michelleport,2019/3/23 16:45:56,14.72,4.91E+11
Pattyland,2019/1/14 20:49:49,40.21,5.83E+12
Port Samanthamouth,2019/2/28 20:01:26,38.42,2.11E+12
Reynoldsfurt,2019/4/11 9:09:53,42.97,1.39E+12
Pattyland,2019/3/27 6:49:10,8.57,3.07E+12
North Jasmine,2019/4/24 8:05:51,14.11,4.19E+12
North Madeline,2019/3/31 3:35:12,21.24,6.54E+11
West Anthony,2019/2/11 5:48:29,15.55,5.99E+12
Lake Danielberg,2019/1/28 15:49:50,25.98,1.42E+12
Royland,2019/2/19 8:25:58,13.02,1.86E+11
Reynoldsfurt,2019/3/8 7:06:54,6.08,2.57E+12
Roberthaven,2019/2/9 0:25:20,11.71,8.18E+12
South Evanton,2019/2/25 11:11:25,15.94,2.73E+12
Grahamburgh,2019/3/4 22:51:36,34.93,5.94E+12
West Ericstad,2019/3/29 4:59:54,40.29,8.10E+11
Port Frank,2019/2/17 13:21:47,32.44,5.39E+12
Lake Danielberg,2019/2/8 5:26:40,22.74,9.52E+12
Erikaland,2019/3/24 9:50:04,4.07,6.56E+12
Port David,2019/2/11 11:59:08,38,7.77E+12
North Barbara,2019/4/27 0:19:08,16.89,5.10E+12
Simpsonburgh,2019/2/27 0:58:18,13.38,1.58E+12
North Jason,2019/1/23 5:58:24,32.77,2.99E+12
Simpsonburgh,2019/1/6 2:20:49,27.2,3.68E+12
South Phillip,2019/4/18 1:17:47,35.7,4.75E+12
South Karenland,2019/3/16 2:20:06,4.87,2.39E+12
New Paulville,2019/3/14 21:25:25,20.26,8.81E+12
Johnton,2019/2/14 18:21:43,43.93,5.44E+12
Port Johnbury,2019/2/27 2:44:15,11.33,3.23E+12
Joneschester,2019/3/12 21:52:41,21.17,1.58E+12
West Samuelburgh,2019/2/12 18:45:21,6.76,8.53E+12
Huntermouth,2019/4/28 17:26:52,31.43,6.66E+12
Deanville,2019/4/1 0:11:48,22.65,7.00E+12
Leahton,2019/2/15 17:00:16,25.84,9.24E+12
Hurleymouth,2019/4/13 18:15:37,40.93,4.92E+12
West Anthony,2019/3/21 1:28:48,15.64,4.75E+12
Karenside,2019/1/23 23:30:37,37.62,1.95E+12
West Gabriel,2019/2/28 12:03:41,31.82,4.15E+12
Carriemouth,2019/3/26 10:39:21,26.91,7.85E+12
South Michelleport,2019/3/1 22:01:02,24.55,9.79E+12
Rodneyfort,2019/5/5 3:19:39,22.24,5.39E+12
Deanville,2019/3/7 7:21:47,31.08,9.71E+12
Reynoldsfurt,2019/5/4 12:38:38,8.81,3.24E+12
Justinberg,2019/4/27 12:41:46,18.99,3.03E+12
Huntermouth,2019/3/2 10:47:16,10.89,1.65E+12
West Robert,2019/2/27 20:51:17,8.37,4.90E+11
Port Angela,2019/2/14 13:00:19,42.04,8.97E+11
South Karenland,2019/1/9 20:59:13,44.44,3.18E+12
Port David,2019/3/24 16:37:10,25.65,2.08E+12
Liumouth,2019/1/4 3:16:36,9.1,8.15E+12
Simpsonburgh,2019/1/18 12:48:39,15.36,5.20E+12
South Evanton,2019/4/14 20:12:04,19.53,8.35E+12
West Heidi,2019/4/6 8:54:09,25.06,8.92E+12
Port Frank,2019/1/14 9:19:05,43.27,4.91E+11
East Kaylahaven,2019/2/23 0:41:22,15.94,1.60E+12
North Madeline,2019/1/28 9:57:41,42.24,5.83E+11
Liumouth,2019/4/14 21:17:20,38.95,14588103145
North Madeline,2019/3/6 19:26:01,26.34,1.88E+12
Williamsview,2019/4/15 16:09:08,44.74,2.76E+12
North Barbara,2019/3/16 10:22:13,25.06,9.75E+12
South Evanton,2019/2/7 8:44:06,7.69,9.01E+12
Williamsstad,2019/4/26 4:18:46,18.92,1.61E+12
Rodneyfort,2019/1/12 6:17:59,7.05,4.24E+12
Karenside,2019/4/19 8:42:07,26.45,9.29E+12
New Paulton,2019/1/13 18:33:58,29.9,4.09E+12
West Robert,2019/1/17 4:56:17,12.71,8.50E+12
Jerryton,2019/2/14 19:48:48,24.49,3.08E+12
Karenberg,2019/1/16 13:52:57,41.26,3.36E+12
Christopherfurt,2019/5/3 12:46:04,14.43,5.64E+12
Grahamburgh,2019/3/27 22:14:21,4.63,7.32E+12
New Kimberlyborough,2019/3/2 18:56:47,6.08,3.87E+12
North Madeline,2019/3/4 22:29:22,6.19,5.47E+11
North Jason,2019/3/12 21:01:11,5.76,5.11E+12
Liumouth,2019/3/16 6:31:29,34.2,2.54E+12
New Jacobville,2019/4/21 23:00:18,13.53,5.57E+12
Justinberg,2019/4/24 11:33:04,28.76,6.49E+12
West Anthony,2019/3/13 8:03:10,5.03,1.18E+12
Raymondhaven,2019/1/13 1:03:38,17.33,2.83E+12
Royland,2019/3/22 22:02:56,23.31,2.83E+12
Rogerston,2019/1/30 21:18:50,8.87,5.69E+12
West Anthony,2019/5/3 4:49:15,21.38,9.17E+12
Port Frank,2019/4/6 20:51:23,21.02,9.71E+12
Lake Jonathanshire,2019/4/11 22:10:30,12.81,6.00E+12
South Phillip,2019/1/17 17:45:28,23.46,2.63E+12
South Karenland,2019/3/3 7:40:26,22.44,7.46E+12
Port Samanthamouth,2019/4/18 14:39:19,23.56,8.73E+12
Huntermouth,2019/1/10 9:40:31,43.01,7.58E+12
Joneschester,2019/4/22 16:48:28,9.7,8.59E+12
West Anthony,2019/4/22 8:14:31,19.95,1.21E+12
North Jasmine,2019/4/11 3:38:08,27.54,5.00E+12
